JoinField,JoinField_alt,Ward/Township,Precinct,Toni Preckwinkle,Brendan Reilly,Total Voters
COOK:9000039,COOK:Rich Precinct 39,Rich,39,285,90,375
COOK:9000040,COOK:Rich Precinct 40,Rich,40,200,55,255
COOK:9000041,COOK:Rich Precinct 41,Rich,41,181,47,228
COOK:9000042,COOK:Rich Precinct 42,Rich,42,199,39,238
COOK:9000043,COOK:Rich Precinct 43,Rich,43,231,57,288
COOK:9000044,COOK:Rich Precinct 44,Rich,44,166,50,216
COOK:9000045,COOK:Rich Precinct 45,Rich,45,366,84,450
COOK:9000046,COOK:Rich Precinct 46,Rich,46,304,64,368
COOK:9000047,COOK:Rich Precinct 47,Rich,47,381,103,484
COOK:9100001,COOK:River Forest Precinct 1,River Forest,1,166,127,293
COOK:9100002,COOK:River Forest Precinct 2,River Forest,2,279,209,488
COOK:9100003,COOK:River Forest Precinct 3,River Forest,3,187,104,291
COOK:9100004,COOK:River Forest Precinct 4,River Forest,4,202,127,329
COOK:9100005,COOK:River Forest Precinct 5,River Forest,5,258,146,404
COOK:9100006,COOK:River Forest Precinct 6,River Forest,6,101,78,179
COOK:9100007,COOK:River Forest Precinct 7,River Forest,7,231,103,334
COOK:9200001,COOK:Riverside Precinct 1,Riverside,1,136,92,228
COOK:9200002,COOK:Riverside Precinct 2,Riverside,2,9,5,14
COOK:9200003,COOK:Riverside Precinct 3,Riverside,3,117,57,174
COOK:9200004,COOK:Riverside Precinct 4,Riverside,4,214,108,322
COOK:9200005,COOK:Riverside Precinct 5,Riverside,5,102,45,147
COOK:9200006,COOK:Riverside Precinct 6,Riverside,6,197,106,303
COOK:9200007,COOK:Riverside Precinct 7,Riverside,7,76,58,134
COOK:9200008,COOK:Riverside Precinct 8,Riverside,8,212,79,291
COOK:9200009,COOK:Riverside Precinct 9,Riverside,9,128,91,219
COOK:9200010,COOK:Riverside Precinct 10,Riverside,10,171,134,305
COOK:9200011,COOK:Riverside Precinct 11,Riverside,11,160,104,264
COOK:9200012,COOK:Riverside Precinct 12,Riverside,12,147,84,231
COOK:9300001,COOK:Schaumburg Precinct 1,Schaumburg,1,211,116,327
COOK:9300002,COOK:Schaumburg Precinct 2,Schaumburg,2,144,68,212
COOK:9300003,COOK:Schaumburg Precinct 3,Schaumburg,3,156,93,249
COOK:9300004,COOK:Schaumburg Precinct 4,Schaumburg,4,67,45,112
COOK:9300005,COOK:Schaumburg Precinct 5,Schaumburg,5,112,67,179
COOK:9300006,COOK:Schaumburg Precinct 6,Schaumburg,6,149,94,243
COOK:9300007,COOK:Schaumburg Precinct 7,Schaumburg,7,80,38,118
COOK:9300008,COOK:Schaumburg Precinct 8,Schaumburg,8,92,46,138
COOK:9300009,COOK:Schaumburg Precinct 9,Schaumburg,9,100,57,157
COOK:9300010,COOK:Schaumburg Precinct 10,Schaumburg,10,49,44,93
COOK:9300011,COOK:Schaumburg Precinct 11,Schaumburg,11,89,48,137
COOK:9300012,COOK:Schaumburg Precinct 12,Schaumburg,12,118,67,185
COOK:9300013,COOK:Schaumburg Precinct 13,Schaumburg,13,100,61,161
COOK:9300014,COOK:Schaumburg Precinct 14,Schaumburg,14,158,126,284
COOK:9300015,COOK:Schaumburg Precinct 15,Schaumburg,15,103,68,171
COOK:9300016,COOK:Schaumburg Precinct 16,Schaumburg,16,87,62,149
COOK:9300017,COOK:Schaumburg Precinct 17,Schaumburg,17,132,100,232
COOK:9300018,COOK:Schaumburg Precinct 18,Schaumburg,18,161,74,235
COOK:9300019,COOK:Schaumburg Precinct 19,Schaumburg,19,90,60,150
COOK:9300020,COOK:Schaumburg Precinct 20,Schaumburg,20,176,100,276
COOK:9300021,COOK:Schaumburg Precinct 21,Schaumburg,21,157,93,250
COOK:9300022,COOK:Schaumburg Precinct 22,Schaumburg,22,116,76,192
COOK:9300023,COOK:Schaumburg Precinct 23,Schaumburg,23,115,72,187
COOK:9300024,COOK:Schaumburg Precinct 24,Schaumburg,24,125,77,202
COOK:9300025,COOK:Schaumburg Precinct 25,Schaumburg,25,111,48,159
COOK:9300026,COOK:Schaumburg Precinct 26,Schaumburg,26,106,73,179
COOK:9300027,COOK:Schaumburg Precinct 27,Schaumburg,27,129,59,188
COOK:9300028,COOK:Schaumburg Precinct 28,Schaumburg,28,141,74,215
COOK:9300029,COOK:Schaumburg Precinct 29,Schaumburg,29,143,76,219
COOK:9300030,COOK:Schaumburg Precinct 30,Schaumburg,30,118,75,193
COOK:9300031,COOK:Schaumburg Precinct 31,Schaumburg,31,175,101,276
COOK:9300032,COOK:Schaumburg Precinct 32,Schaumburg,32,152,70,222
COOK:9300033,COOK:Schaumburg Precinct 33,Schaumburg,33,174,117,291
COOK:9300034,COOK:Schaumburg Precinct 34,Schaumburg,34,124,60,184
COOK:9300035,COOK:Schaumburg Precinct 35,Schaumburg,35,110,46,156
COOK:9300036,COOK:Schaumburg Precinct 36,Schaumburg,36,200,96,296
COOK:9300037,COOK:Schaumburg Precinct 37,Schaumburg,37,97,45,142
COOK:9300038,COOK:Schaumburg Precinct 38,Schaumburg,38,162,90,252
COOK:9300039,COOK:Schaumburg Precinct 39,Schaumburg,39,172,122,294
COOK:9300040,COOK:Schaumburg Precinct 40,Schaumburg,40,102,70,172
COOK:9300041,COOK:Schaumburg Precinct 41,Schaumburg,41,156,77,233
COOK:9300042,COOK:Schaumburg Precinct 42,Schaumburg,42,131,53,184
COOK:9300043,COOK:Schaumburg Precinct 43,Schaumburg,43,121,63,184
COOK:9300044,COOK:Schaumburg Precinct 44,Schaumburg,44,148,69,217
COOK:9300045,COOK:Schaumburg Precinct 45,Schaumburg,45,93,58,151
COOK:9300046,COOK:Schaumburg Precinct 46,Schaumburg,46,79,48,127
COOK:9300047,COOK:Schaumburg Precinct 47,Schaumburg,47,108,60,168
COOK:9300048,COOK:Schaumburg Precinct 48,Schaumburg,48,88,35,123
COOK:9300049,COOK:Schaumburg Precinct 49,Schaumburg,49,65,40,105
COOK:9300050,COOK:Schaumburg Precinct 50,Schaumburg,50,87,45,132
COOK:9300051,COOK:Schaumburg Precinct 51,Schaumburg,51,105,55,160
COOK:9300052,COOK:Schaumburg Precinct 52,Schaumburg,52,127,91,218
COOK:9300053,COOK:Schaumburg Precinct 53,Schaumburg,53,107,76,183
COOK:9300054,COOK:Schaumburg Precinct 54,Schaumburg,54,96,52,148
COOK:9300055,COOK:Schaumburg Precinct 55,Schaumburg,55,182,107,289
COOK:9300056,COOK:Schaumburg Precinct 56,Schaumburg,56,128,70,198
COOK:9300057,COOK:Schaumburg Precinct 57,Schaumburg,57,116,61,177
COOK:9300058,COOK:Schaumburg Precinct 58,Schaumburg,58,62,30,92
COOK:9300059,COOK:Schaumburg Precinct 59,Schaumburg,59,125,87,212
COOK:9300060,COOK:Schaumburg Precinct 60,Schaumburg,60,119,62,181
COOK:9300061,COOK:Schaumburg Precinct 61,Schaumburg,61,154,97,251
COOK:9300062,COOK:Schaumburg Precinct 62,Schaumburg,62,129,69,198
COOK:9300063,COOK:Schaumburg Precinct 63,Schaumburg,63,129,106,235
COOK:9300064,COOK:Schaumburg Precinct 64,Schaumburg,64,79,66,145
COOK:9300065,COOK:Schaumburg Precinct 65,Schaumburg,65,103,64,167
COOK:9300066,COOK:Schaumburg Precinct 66,Schaumburg,66,148,92,240
COOK:9300067,COOK:Schaumburg Precinct 67,Schaumburg,67,152,92,244
COOK:9300068,COOK:Schaumburg Precinct 68,Schaumburg,68,93,78,171
COOK:9300069,COOK:Schaumburg Precinct 69,Schaumburg,69,71,54,125
COOK:9400001,COOK:Stickney Precinct 1,Stickney,1,36,31,67
COOK:9400002,COOK:Stickney Precinct 2,Stickney,2,67,54,121
COOK:9400003,COOK:Stickney Precinct 3,Stickney,3,105,94,199
COOK:9400004,COOK:Stickney Precinct 4,Stickney,4,68,57,125
COOK:9400005,COOK:Stickney Precinct 5,Stickney,5,91,66,157
COOK:9400006,COOK:Stickney Precinct 6,Stickney,6,102,71,173
COOK:9400007,COOK:Stickney Precinct 7,Stickney,7,48,31,79
COOK:9400008,COOK:Stickney Precinct 8,Stickney,8,56,47,103
COOK:9400009,COOK:Stickney Precinct 9,Stickney,9,63,51,114
COOK:9400010,COOK:Stickney Precinct 10,Stickney,10,85,57,142
COOK:9400011,COOK:Stickney Precinct 11,Stickney,11,73,50,123
COOK:7200057,COOK:Stickney Precinct 12,Stickney,12,63,48,111
COOK:9400013,COOK:Stickney Precinct 13,Stickney,13,57,47,104
COOK:9400014,COOK:Stickney Precinct 14,Stickney,14,90,74,164
COOK:9400015,COOK:Stickney Precinct 15,Stickney,15,93,72,165
COOK:9400016,COOK:Stickney Precinct 16,Stickney,16,81,81,162
COOK:9400017,COOK:Stickney Precinct 17,Stickney,17,55,45,100
COOK:9400018,COOK:Stickney Precinct 18,Stickney,18,30,22,52
COOK:9400019,COOK:Stickney Precinct 19,Stickney,19,59,47,106
COOK:9400020,COOK:Stickney Precinct 20,Stickney,20,54,34,88
COOK:9500001,COOK:Thornton Precinct 1,Thornton,1,156,40,196
COOK:9500002,COOK:Thornton Precinct 2,Thornton,2,63,22,85
COOK:9500003,COOK:Thornton Precinct 3,Thornton,3,202,74,276
COOK:9500004,COOK:Thornton Precinct 4,Thornton,4,194,57,251
COOK:9500005,COOK:Thornton Precinct 5,Thornton,5,65,21,86
COOK:9500006,COOK:Thornton Precinct 6,Thornton,6,243,59,302
COOK:9500007,COOK:Thornton Precinct 7,Thornton,7,204,48,252
COOK:9500008,COOK:Thornton Precinct 8,Thornton,8,153,36,189
COOK:9500009,COOK:Thornton Precinct 9,Thornton,9,112,35,147
COOK:9500010,COOK:Thornton Precinct 10,Thornton,10,229,51,280
COOK:9500011,COOK:Thornton Precinct 11,Thornton,11,158,53,211
COOK:9500012,COOK:Thornton Precinct 12,Thornton,12,154,52,206
COOK:9500013,COOK:Thornton Precinct 13,Thornton,13,196,66,262
COOK:9500014,COOK:Thornton Precinct 14,Thornton,14,132,30,162
COOK:9500015,COOK:Thornton Precinct 15,Thornton,15,140,30,170
COOK:9500016,COOK:Thornton Precinct 16,Thornton,16,126,45,171
COOK:9500017,COOK:Thornton Precinct 17,Thornton,17,140,40,180
COOK:9500018,COOK:Thornton Precinct 18,Thornton,18,151,66,217
COOK:9500019,COOK:Thornton Precinct 19,Thornton,19,139,45,184
COOK:9500020,COOK:Thornton Precinct 20,Thornton,20,76,32,108
COOK:9500021,COOK:Thornton Precinct 21,Thornton,21,246,70,316
COOK:9500022,COOK:Thornton Precinct 22,Thornton,22,153,44,197
COOK:9500023,COOK:Thornton Precinct 23,Thornton,23,167,43,210
COOK:9500024,COOK:Thornton Precinct 24,Thornton,24,185,78,263
COOK:9500025,COOK:Thornton Precinct 25,Thornton,25,163,63,226
COOK:9500026,COOK:Thornton Precinct 26,Thornton,26,94,57,151
COOK:9500027,COOK:Thornton Precinct 27,Thornton,27,302,53,355
COOK:9500028,COOK:Thornton Precinct 28,Thornton,28,82,14,96
COOK:9500029,COOK:Thornton Precinct 29,Thornton,29,167,41,208
COOK:9500030,COOK:Thornton Precinct 30,Thornton,30,86,8,94
COOK:9500031,COOK:Thornton Precinct 31,Thornton,31,71,21,92
COOK:9500032,COOK:Thornton Precinct 32,Thornton,32,96,18,114
COOK:9500033,COOK:Thornton Precinct 33,Thornton,33,128,54,182
COOK:9500034,COOK:Thornton Precinct 34,Thornton,34,241,55,296
COOK:9500035,COOK:Thornton Precinct 35,Thornton,35,256,82,338
COOK:9500036,COOK:Thornton Precinct 36,Thornton,36,94,27,121
COOK:9500037,COOK:Thornton Precinct 37,Thornton,37,163,53,216
COOK:9500038,COOK:Thornton Precinct 38,Thornton,38,195,57,252
COOK:9500039,COOK:Thornton Precinct 39,Thornton,39,227,50,277
COOK:9500040,COOK:Thornton Precinct 40,Thornton,40,111,19,130
COOK:9500041,COOK:Thornton Precinct 41,Thornton,41,94,29,123
COOK:9500042,COOK:Thornton Precinct 42,Thornton,42,306,80,386
COOK:9500043,COOK:Thornton Precinct 43,Thornton,43,188,58,246
COOK:9500044,COOK:Thornton Precinct 44,Thornton,44,83,19,102
COOK:9500045,COOK:Thornton Precinct 45,Thornton,45,232,63,295
COOK:9500046,COOK:Thornton Precinct 46,Thornton,46,250,60,310
COOK:9500047,COOK:Thornton Precinct 47,Thornton,47,126,42,168
COOK:9500048,COOK:Thornton Precinct 48,Thornton,48,204,53,257
COOK:9500049,COOK:Thornton Precinct 49,Thornton,49,169,29,198
COOK:9500050,COOK:Thornton Precinct 50,Thornton,50,217,69,286
COOK:9500051,COOK:Thornton Precinct 51,Thornton,51,73,52,125
COOK:9500052,COOK:Thornton Precinct 52,Thornton,52,148,33,181
COOK:9500053,COOK:Thornton Precinct 53,Thornton,53,206,88,294
COOK:9500054,COOK:Thornton Precinct 54,Thornton,54,283,79,362
COOK:9500055,COOK:Thornton Precinct 55,Thornton,55,116,45,161
COOK:9500056,COOK:Thornton Precinct 56,Thornton,56,156,38,194
COOK:9500057,COOK:Thornton Precinct 57,Thornton,57,244,68,312
COOK:9500058,COOK:Thornton Precinct 58,Thornton,58,195,75,270
COOK:9500059,COOK:Thornton Precinct 59,Thornton,59,81,25,106
COOK:9500060,COOK:Thornton Precinct 60,Thornton,60,81,15,96
COOK:9500061,COOK:Thornton Precinct 61,Thornton,61,118,36,154
COOK:9500062,COOK:Thornton Precinct 62,Thornton,62,31,16,47
COOK:9500063,COOK:Thornton Precinct 63,Thornton,63,68,24,92
COOK:9500064,COOK:Thornton Precinct 64,Thornton,64,194,22,216
COOK:9500065,COOK:Thornton Precinct 65,Thornton,65,136,49,185
COOK:9500066,COOK:Thornton Precinct 66,Thornton,66,285,88,373
COOK:9500067,COOK:Thornton Precinct 67,Thornton,67,189,95,284
COOK:9500068,COOK:Thornton Precinct 68,Thornton,68,122,46,168
COOK:9500069,COOK:Thornton Precinct 69,Thornton,69,195,35,230
COOK:9500070,COOK:Thornton Precinct 70,Thornton,70,78,15,93
COOK:9500071,COOK:Thornton Precinct 71,Thornton,71,173,42,215
COOK:9500072,COOK:Thornton Precinct 72,Thornton,72,156,39,195
COOK:9500073,COOK:Thornton Precinct 73,Thornton,73,221,64,285
COOK:9500074,COOK:Thornton Precinct 74,Thornton,74,140,39,179
COOK:9500075,COOK:Thornton Precinct 75,Thornton,75,262,61,323
COOK:9500076,COOK:Thornton Precinct 76,Thornton,76,191,61,252
COOK:9500077,COOK:Thornton Precinct 77,Thornton,77,235,75,310
COOK:9500078,COOK:Thornton Precinct 78,Thornton,78,160,46,206
COOK:9500079,COOK:Thornton Precinct 79,Thornton,79,184,70,254
COOK:9500080,COOK:Thornton Precinct 80,Thornton,80,202,41,243
COOK:9500081,COOK:Thornton Precinct 81,Thornton,81,295,92,387
COOK:9500082,COOK:Thornton Precinct 82,Thornton,82,78,52,130
COOK:9500083,COOK:Thornton Precinct 83,Thornton,83,223,48,271
COOK:9500084,COOK:Thornton Precinct 84,Thornton,84,230,49,279
COOK:9500085,COOK:Thornton Precinct 85,Thornton,85,186,50,236
COOK:9500086,COOK:Thornton Precinct 86,Thornton,86,139,44,183
COOK:9500087,COOK:Thornton Precinct 87,Thornton,87,255,64,319
COOK:9500088,COOK:Thornton Precinct 88,Thornton,88,76,13,89
COOK:9500089,COOK:Thornton Precinct 89,Thornton,89,227,66,293
COOK:9500090,COOK:Thornton Precinct 90,Thornton,90,182,43,225
COOK:9500091,COOK:Thornton Precinct 91,Thornton,91,185,47,232
COOK:9500092,COOK:Thornton Precinct 92,Thornton,92,329,76,405
COOK:9500093,COOK:Thornton Precinct 93,Thornton,93,59,21,80
COOK:9500094,COOK:Thornton Precinct 94,Thornton,94,201,62,263
COOK:9500095,COOK:Thornton Precinct 95,Thornton,95,86,17,103
COOK:9500096,COOK:Thornton Precinct 96,Thornton,96,90,12,102
COOK:9500097,COOK:Thornton Precinct 97,Thornton,97,74,15,89
COOK:9500098,COOK:Thornton Precinct 98,Thornton,98,49,10,59
COOK:9500099,COOK:Thornton Precinct 99,Thornton,99,85,12,97
COOK:9500100,COOK:Thornton Precinct 100,Thornton,100,59,28,87
COOK:9500101,COOK:Thornton Precinct 101,Thornton,101,206,44,250
COOK:9500102,COOK:Thornton Precinct 102,Thornton,102,87,26,113
COOK:9500103,COOK:Thornton Precinct 103,Thornton,103,132,22,154
COOK:9500104,COOK:Thornton Precinct 104,Thornton,104,327,86,413
COOK:9600001,COOK:Wheeling Precinct 1,Wheeling,1,198,120,318
COOK:9600002,COOK:Wheeling Precinct 2,Wheeling,2,173,127,300
COOK:9600003,COOK:Wheeling Precinct 3,Wheeling,3,118,64,182
COOK:9600004,COOK:Wheeling Precinct 4,Wheeling,4,165,105,270
COOK:9600005,COOK:Wheeling Precinct 5,Wheeling,5,135,50,185
COOK:9600006,COOK:Wheeling Precinct 6,Wheeling,6,78,46,124
COOK:9600007,COOK:Wheeling Precinct 7,Wheeling,7,199,71,270
COOK:9600008,COOK:Wheeling Precinct 8,Wheeling,8,159,107,266
COOK:9600009,COOK:Wheeling Precinct 9,Wheeling,9,64,42,106
COOK:9600010,COOK:Wheeling Precinct 10,Wheeling,10,150,93,243
COOK:9600011,COOK:Wheeling Precinct 11,Wheeling,11,111,82,193
COOK:9600012,COOK:Wheeling Precinct 12,Wheeling,12,122,87,209
COOK:9600013,COOK:Wheeling Precinct 13,Wheeling,13,142,92,234
COOK:9600014,COOK:Wheeling Precinct 14,Wheeling,14,99,60,159
COOK:9600015,COOK:Wheeling Precinct 15,Wheeling,15,123,56,179
COOK:9600016,COOK:Wheeling Precinct 16,Wheeling,16,42,18,60
COOK:9600017,COOK:Wheeling Precinct 17,Wheeling,17,86,45,131
COOK:9600018,COOK:Wheeling Precinct 18,Wheeling,18,111,72,183
COOK:9600019,COOK:Wheeling Precinct 19,Wheeling,19,188,90,278
COOK:9600020,COOK:Wheeling Precinct 20,Wheeling,20,148,86,234
COOK:9600021,COOK:Wheeling Precinct 21,Wheeling,21,162,106,268
COOK:9600022,COOK:Wheeling Precinct 22,Wheeling,22,138,80,218
COOK:9600023,COOK:Wheeling Precinct 23,Wheeling,23,87,67,154
COOK:9600024,COOK:Wheeling Precinct 24,Wheeling,24,219,100,319
COOK:9600025,COOK:Wheeling Precinct 25,Wheeling,25,176,66,242
COOK:9600026,COOK:Wheeling Precinct 26,Wheeling,26,183,75,258
COOK:9600027,COOK:Wheeling Precinct 27,Wheeling,27,183,117,300
COOK:9600028,COOK:Wheeling Precinct 28,Wheeling,28,158,109,267
COOK:9600029,COOK:Wheeling Precinct 29,Wheeling,29,74,35,109
COOK:9600030,COOK:Wheeling Precinct 30,Wheeling,30,155,89,244
COOK:9600031,COOK:Wheeling Precinct 31,Wheeling,31,220,100,320
COOK:9600032,COOK:Wheeling Precinct 32,Wheeling,32,116,75,191
COOK:9600033,COOK:Wheeling Precinct 33,Wheeling,33,94,55,149
COOK:9600034,COOK:Wheeling Precinct 34,Wheeling,34,195,105,300
COOK:9600035,COOK:Wheeling Precinct 35,Wheeling,35,116,55,171
COOK:9600036,COOK:Wheeling Precinct 36,Wheeling,36,175,99,274
COOK:9600037,COOK:Wheeling Precinct 37,Wheeling,37,97,72,169
COOK:9600038,COOK:Wheeling Precinct 38,Wheeling,38,149,69,218
COOK:9600039,COOK:Wheeling Precinct 39,Wheeling,39,137,65,202
COOK:9600040,COOK:Wheeling Precinct 40,Wheeling,40,190,106,296
COOK:9600041,COOK:Wheeling Precinct 41,Wheeling,41,186,105,291
COOK:9600042,COOK:Wheeling Precinct 42,Wheeling,42,118,81,199
COOK:9600043,COOK:Wheeling Precinct 43,Wheeling,43,104,35,139
COOK:9600044,COOK:Wheeling Precinct 44,Wheeling,44,129,71,200
COOK:9600045,COOK:Wheeling Precinct 45,Wheeling,45,107,64,171
COOK:9600046,COOK:Wheeling Precinct 46,Wheeling,46,157,108,265
COOK:9600047,COOK:Wheeling Precinct 47,Wheeling,47,100,67,167
COOK:9600048,COOK:Wheeling Precinct 48,Wheeling,48,95,58,153
COOK:9600049,COOK:Wheeling Precinct 49,Wheeling,49,139,75,214
COOK:9600050,COOK:Wheeling Precinct 50,Wheeling,50,87,42,129
COOK:9600051,COOK:Wheeling Precinct 51,Wheeling,51,113,86,199
COOK:9600052,COOK:Wheeling Precinct 52,Wheeling,52,211,138,349
COOK:9600053,COOK:Wheeling Precinct 53,Wheeling,53,138,66,204
COOK:9600054,COOK:Wheeling Precinct 54,Wheeling,54,99,88,187
COOK:9600055,COOK:Wheeling Precinct 55,Wheeling,55,141,65,206
COOK:9600056,COOK:Wheeling Precinct 56,Wheeling,56,80,59,139
COOK:9600057,COOK:Wheeling Precinct 57,Wheeling,57,171,104,275
COOK:9600058,COOK:Wheeling Precinct 58,Wheeling,58,90,75,165
COOK:9600059,COOK:Wheeling Precinct 59,Wheeling,59,129,75,204
COOK:9600060,COOK:Wheeling Precinct 60,Wheeling,60,133,108,241
COOK:9600061,COOK:Wheeling Precinct 61,Wheeling,61,157,84,241
COOK:9600062,COOK:Wheeling Precinct 62,Wheeling,62,119,85,204
COOK:9600063,COOK:Wheeling Precinct 63,Wheeling,63,73,40,113
COOK:9600064,COOK:Wheeling Precinct 64,Wheeling,64,148,76,224
COOK:9600065,COOK:Wheeling Precinct 65,Wheeling,65,143,96,239
COOK:9600066,COOK:Wheeling Precinct 66,Wheeling,66,165,81,246
COOK:9600067,COOK:Wheeling Precinct 67,Wheeling,67,82,59,141
COOK:9600068,COOK:Wheeling Precinct 68,Wheeling,68,104,70,174
COOK:9600069,COOK:Wheeling Precinct 69,Wheeling,69,192,143,335
COOK:9600070,COOK:Wheeling Precinct 70,Wheeling,70,184,102,286
COOK:9600071,COOK:Wheeling Precinct 71,Wheeling,71,188,90,278
COOK:9600072,COOK:Wheeling Precinct 72,Wheeling,72,91,50,141
COOK:9600073,COOK:Wheeling Precinct 73,Wheeling,73,124,64,188
COOK:9600074,COOK:Wheeling Precinct 74,Wheeling,74,153,71,224
COOK:9600075,COOK:Wheeling Precinct 75,Wheeling,75,101,79,180
COOK:9600076,COOK:Wheeling Precinct 76,Wheeling,76,128,65,193
COOK:9600077,COOK:Wheeling Precinct 77,Wheeling,77,55,21,76
COOK:9600078,COOK:Wheeling Precinct 78,Wheeling,78,186,100,286
COOK:9600079,COOK:Wheeling Precinct 79,Wheeling,79,109,38,147
COOK:9600080,COOK:Wheeling Precinct 80,Wheeling,80,69,45,114
COOK:9600081,COOK:Wheeling Precinct 81,Wheeling,81,102,65,167
COOK:9700001,COOK:Worth Precinct 1,Worth,1,38,24,62
COOK:9700002,COOK:Worth Precinct 2,Worth,2,78,91,169
COOK:9700003,COOK:Worth Precinct 3,Worth,3,104,63,167
COOK:9700004,COOK:Worth Precinct 4,Worth,4,125,67,192
COOK:9700005,COOK:Worth Precinct 5,Worth,5,138,151,289
COOK:9700006,COOK:Worth Precinct 6,Worth,6,70,61,131
COOK:9700007,COOK:Worth Precinct 7,Worth,7,122,158,280
COOK:9700008,COOK:Worth Precinct 8,Worth,8,114,45,159
COOK:9700009,COOK:Worth Precinct 9,Worth,9,95,72,167
COOK:9700010,COOK:Worth Precinct 10,Worth,10,186,95,281
COOK:9700011,COOK:Worth Precinct 11,Worth,11,94,86,180
COOK:9700012,COOK:Worth Precinct 12,Worth,12,63,43,106
COOK:9700013,COOK:Worth Precinct 13,Worth,13,130,117,247
COOK:9700014,COOK:Worth Precinct 14,Worth,14,119,60,179
COOK:9700015,COOK:Worth Precinct 15,Worth,15,111,89,200
COOK:9700016,COOK:Worth Precinct 16,Worth,16,79,92,171
COOK:9700017,COOK:Worth Precinct 17,Worth,17,125,60,185
COOK:9700018,COOK:Worth Precinct 18,Worth,18,79,64,143
COOK:9700019,COOK:Worth Precinct 19,Worth,19,134,66,200
COOK:9700020,COOK:Worth Precinct 20,Worth,20,72,30,102
COOK:9700021,COOK:Worth Precinct 21,Worth,21,112,82,194
COOK:9700022,COOK:Worth Precinct 22,Worth,22,78,54,132
COOK:9700023,COOK:Worth Precinct 23,Worth,23,107,87,194
COOK:9700024,COOK:Worth Precinct 24,Worth,24,50,31,81
COOK:9700025,COOK:Worth Precinct 25,Worth,25,107,73,180
COOK:9700026,COOK:Worth Precinct 26,Worth,26,84,48,132
COOK:9700027,COOK:Worth Precinct 27,Worth,27,89,55,144
COOK:9700028,COOK:Worth Precinct 28,Worth,28,77,39,116
COOK:9700029,COOK:Worth Precinct 29,Worth,29,150,38,188
COOK:9700030,COOK:Worth Precinct 30,Worth,30,113,101,214
COOK:9700031,COOK:Worth Precinct 31,Worth,31,146,105,251
COOK:9700032,COOK:Worth Precinct 32,Worth,32,125,203,328
COOK:9700033,COOK:Worth Precinct 33,Worth,33,90,58,148
COOK:9700034,COOK:Worth Precinct 34,Worth,34,81,58,139
COOK:9700035,COOK:Worth Precinct 35,Worth,35,138,120,258
COOK:9700036,COOK:Worth Precinct 36,Worth,36,123,80,203
COOK:9700037,COOK:Worth Precinct 37,Worth,37,274,109,383
COOK:9700038,COOK:Worth Precinct 38,Worth,38,128,99,227
COOK:9700039,COOK:Worth Precinct 39,Worth,39,80,107,187
COOK:9700040,COOK:Worth Precinct 40,Worth,40,144,64,208
COOK:9700041,COOK:Worth Precinct 41,Worth,41,144,160,304
COOK:9700042,COOK:Worth Precinct 42,Worth,42,84,68,152
COOK:9700043,COOK:Worth Precinct 43,Worth,43,85,14,99
COOK:9700044,COOK:Worth Precinct 44,Worth,44,139,38,177
COOK:9700045,COOK:Worth Precinct 45,Worth,45,225,107,332
COOK:9700046,COOK:Worth Precinct 46,Worth,46,111,87,198
COOK:9700047,COOK:Worth Precinct 47,Worth,47,77,71,148
COOK:9700048,COOK:Worth Precinct 48,Worth,48,67,57,124
COOK:9700049,COOK:Worth Precinct 49,Worth,49,88,90,178
COOK:9700050,COOK:Worth Precinct 50,Worth,50,108,82,190
